msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Household Income,Household Number,Employment Rate,Unemployment Rate,    Total population,Total housing units,        No vehicles available,        1 vehicle available,        2 vehicles available,        3 or more vehicles available,"        Agriculture, forestry, fishing and hunting, and mining",        Construction,        Manufacturing,        Wholesale trade,        Retail trade,"        Transportation and warehousing, and utilities",        Information,"        Finance and insurance, and real estate and rental and leasing","        Professional, scientific, and management, and administrative and waste management services","        Educational services, and health care and social assistance","        Arts, entertainment, and recreation, and accommodation and food services","        Other services, except public administration",        Public administration,GDP,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal equivalent),Compressed Natural Gas (gal equivalent),Bio-Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kwh),Electric Battery (kwh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles)
"Billings, MT",13038.0,33362.0,5.1176560822212,16933.092497999933,0.5075562765421717,2.6675870532290227,9776.0,8766.506810000035,17353.0,505.1868155362206,1.0996543066764728,0.0040915115541981,0.772427427237835,0.579172459631621,1.0031895285634584,0.5193657233556748,17.541709356325928,16879.25563003801,447200.235459188,48.09830431907833,9.285983672866665,89.6067727403857,0.8732219337372122,0.4637951312606795,2.6440760712779885,0.8610167987040366,5.551117324634401,"62,722","76,411",0.636,0.035,"180,641","83,956","4,074","20,373","28,095","23,869","3,916","7,748","5,037","2,856","11,114","6,405","1,333","5,211","8,572","21,393","9,679","4,767","3,341",11257827.0,128260.0,25286.0,0.0,0.0,0.0,0.0,0.0,0.0,660206.0,162511.0,0.0,0.0,0.0,0.0,0.0
"Binghamton, NY",10477.0,26912.0,5.137348477617639,10415.024979999964,0.38700300906658613,2.6803474276987687,8245.0,5483.928640000017,13961.0,392.80342668863386,1.0716749194213036,0.0052288518014468,3.268159337759143,2.5719169361290577,3.248827063222451,1.7106378345347766,8.83843013998542,3205.780048405992,739479.646148745,50.301805704452,8.5533791071415,88.49638908788167,2.488915564676954,0.3591550659257682,3.3534047125791404,0.8218939379271623,4.480241631009313,"54,695","100,171",0.531,0.072,"240,473","113,726","10,992","36,208","35,707","17,264",850,"6,012","12,027","2,408","12,815","4,482","1,500","4,319","9,472","33,305","9,566","4,435","4,657",13089474.0,246230.0,53590.0,0.0,0.0,0.0,0.0,0.0,0.0,1218272.0,633748.0,0.0,0.0,0.0,0.0,0.0
"Birmingham-Hoover, AL",78431.0,189591.0,4.834593464318956,47035.196514000665,0.24808770729623592,2.524945493491094,55084.0,24575.308492000222,98997.0,248.2429618271283,1.0926746375976344,0.0064143357879531,6.638502561209091,4.662381903604972,3.981120635018886,2.08008629708466,30.1243205090974,11814.56198545401,1548987.9721931417,122.82899862027033,21.01825636625,92.00419150711132,0.5123405294321118,0.1023460231550247,1.1280444381142287,0.7900787433617514,5.462998758825564,"59,185","422,926",0.575,0.0559999999999999,"1,088,170","487,435","26,046","131,807","158,882","106,191","4,151","32,590","49,392","16,458","53,749","29,528","9,732","42,698","52,033","118,771","41,455","27,124","20,902",74337618.0,4370.0,37880.0,0.0,903948.0,0.0,0.0,0.0,0.0,38268.0,229164.0,0.0,2746806.0,0.0,0.0,0.0
"Bismarck, ND",6859.0,19081.0,5.56378480828109,12557.89011899997,0.6581358481735744,2.9026097098702435,5742.0,6520.616621000009,9904.0,658.3821305533128,1.0617589804335392,0.002827140549273,0.6095733935912887,0.5103033133111503,1.1160454433861096,0.5795005688833268,10.456106027305044,11252.131526919748,403736.659341024,32.404799660836666,5.053268149333333,92.57561061634776,0.1690033212826617,0.216030332422185,1.294712400435,0.6833612556211974,5.061282073891191,"72,886","54,050",0.677,0.024,"128,589","59,232","2,481","14,729","21,168","15,672","3,038","5,656","3,860","2,004","7,538","4,450",989,"3,596","5,083","17,951","5,449","3,532","5,847",8791944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bloomington, IL",9033.0,24503.0,5.425218642754345,9449.33703399995,0.3856400046524895,2.9479685597254512,7647.0,4997.883852000003,13257.0,376.9996116768502,1.043363873413884,0.0055819567021196,2.940565208381241,2.489372539410091,3.0760978328848276,1.6269902989839067,4.594963851216923,3071.8584217258685,1115636.31058864,84.9612112055,18.0546175245,86.74299806235688,1.1261816687217423,0.4556397158123422,4.246374258704715,0.6811109153895837,6.747695379014738,"68,037","66,225",0.621,0.033,"172,164","72,580","4,215","22,463","27,138","12,409","1,060","3,675","4,806","1,618","9,181","3,298",926,"15,946","7,499","23,546","8,219","3,827","2,849",14510977.0,0.0,53908.0,19336.0,0.0,282297.0,0.0,0.0,0.0,1345849.0,310658.0,0.0,0.0,78660.0,0.0,0.0
"Bloomington, IN",7717.0,19047.0,4.9363742386937925,6274.297861000077,0.32941134357117013,2.593235713360114,5666.0,3223.6351250000157,9956.0,323.7881804941759,1.0841163463694474,0.0114503816793893,3.7305179891222897,2.739032645635207,3.0330933056333147,1.5583554262250923,10.209268767409933,2068.6135336974057,459149.74676122004,38.690829639428,6.230305011899999,82.01959790922683,2.549211017336612,1.2356815401534718,6.096852719117229,0.7426446056322364,7.356012208533616,"52,226","65,229",0.58,0.063,"168,172","72,307","4,656","22,893","23,396","14,284",576,"4,629","8,977","1,156","8,169","3,101","1,530","3,773","6,402","28,742","9,270","3,671","3,454",9948349.0,191369.0,20899.0,0.0,0.0,0.0,0.0,0.0,0.0,886607.0,112972.0,0.0,0.0,0.0,0.0,0.0
"Bloomsburg-Berwick, PA",6107.0,16016.0,5.245128541018503,6281.489434000032,0.3922008887362657,2.732438185688554,4861.0,3226.3100059999892,8262.0,390.4998796901464,1.0819469158783177,0.0077463083999031,3.7745818830100606,3.004460870036336,3.882429378728613,1.994100425351505,2.202038481446424,1617.9275451642714,306371.7303709675,25.75827078944605,5.111286221925,88.97768472654853,0.3089414287902772,0.1480876270234387,3.492825409794209,0.6229893274779145,6.449471480365624,"53,546","33,957",0.563,0.039,"83,568","38,522","2,607","11,248","11,870","8,232",845,"2,461","5,379",637,"4,212","2,292",549,"1,521","2,302","12,627","3,157","1,788","1,673",5067818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boise City, ID",43821.0,111007.0,5.066383697314073,34176.71923499992,0.3078789556964869,2.631249857374318,33086.0,17426.396137999967,58009.0,300.40849071695715,1.127429861793831,0.0074815976831181,1.43122679946098,1.080613630153716,1.1162373402429304,0.5691591969769944,73.02067763343719,30617.788890274835,781925.1590361818,93.6383556292678,13.934480741175202,86.39637326893835,0.2750515545349654,1.2119194649048322,1.883045257970148,1.321657982560321,8.911952471091377,"64,717","269,804",0.632,0.04,"730,483","283,450","9,895","76,502","107,516","75,891","9,215","29,791","33,596","10,769","41,627","18,104","7,027","24,333","40,669","77,982","31,351","16,537","18,375",43961650.0,4936.0,95568.0,0.0,435746.0,0.0,0.0,0.0,0.0,65846.0,1044548.0,0.0,2133443.0,0.0,0.0,0.0
"Boston-Cambridge-Newton, MA-NH",166287.0,415686.0,4.999621136949972,70762.2086919996,0.17022995408072347,2.696398395545052,132633.0,38059.163872000325,224475.0,169.54745014812482,1.093933780479568,0.0283995990644837,15.000228940013931,11.96440710940042,6.3832369979675985,3.433197852781708,271.781972619872,11085.630803701955,3041779.842122637,242.8853354652139,44.037911421718285,71.34573769868992,12.26816441185615,0.9920442624641308,5.268495480945695,1.345249236098781,8.780308909945331,"93,537","1,852,755",0.6559999999999999,0.049,"4,854,808","1,972,346","238,513","641,621","670,598","302,023","8,433","140,161","226,104","53,718","252,292","98,252","65,426","210,179","426,839","718,615","217,889","116,334","98,306",527846226.0,20589788.0,2108664.0,0.0,1865266.0,70211.0,0.0,239704280.0,149495.0,23340969.0,17073427.0,0.0,4471802.0,1083935.0,28001142.0,0.0
"Bowling Green, KY",11171.0,27250.0,4.878703786590278,11050.134449000047,0.4055095210642219,2.54372929907797,8105.0,5722.810554999992,14160.0,404.1532877824853,1.0986694956676253,0.0140536723163841,2.631664371044597,1.909376038610372,2.603190862473006,1.3481798084174594,6.751971606417863,4244.842208190039,321902.47608574876,20.7132866362875,4.031831773425,91.46265216804991,0.1936962891223596,0.1091074033663924,2.9446739650120755,1.6304814210932808,3.659388753355972,"51,591","67,547",0.605,0.053,"176,852","76,214","3,920","20,986","25,555","17,086","1,418","5,587","14,178","2,585","10,602","4,931",889,"3,432","6,735","20,260","9,050","3,788","1,976",8692455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bremerton-Silverdale-Port Orchard, WA",12374.0,28776.0,4.651042508485534,6541.792045999992,0.22733500298860135,2.385485695813803,7977.0,3379.4082850000214,14763.0,228.9106743209389,1.1049544594383085,0.0092122197385355,8.530875918369869,5.499498723196739,4.51003848619726,2.3298297039636577,3.989498285458119,1450.4958363483615,1104276.75358511,121.535114846586,26.511047092099997,75.81468455289614,8.31102742071026,0.4886551090914749,5.46857978773071,1.843350244327555,8.073702885243861,"78,969","105,758",0.527,0.044,"268,945","113,730","4,979","27,165","42,578","31,036",651,"7,738","12,879","1,752","13,631","4,988","1,596","5,567","13,692","24,609","11,506","4,796","12,624",19402536.0,640929.0,28080.0,144155.0,0.0,506050.0,0.0,0.0,14108.0,3185811.0,362161.0,0.0,0.0,758230.0,0.0,5103.0
"Bridgeport-Stamford-Norwalk, CT",30857.0,77301.0,5.01027319570924,15506.861320000227,0.2006036315183533,2.634086268917912,23833.0,8163.304714999944,40624.0,200.94783170047128,1.091871271547315,0.0225728633320204,16.553302056655195,12.785262595724252,8.318688122002355,4.379221853320531,68.32242502141834,1864.099373912775,4258834.3812833,386.6483978928,65.453331217,77.70678185523668,9.274474366697856,0.133731537143614,2.505650477887298,1.1766666239409358,9.202695139093615,"97,539","345,070",0.629,0.066,"944,306","374,329","25,503","106,913","134,599","78,055","1,411","30,948","37,712","12,002","48,246","17,655","12,085","57,138","75,860","109,514","38,675","23,340","12,171",95272579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brownsville-Harlingen, TX",15184.0,40115.0,5.283851422550053,10338.105756999952,0.2577117227221726,2.815595363540569,12290.0,5519.015506000018,21369.0,258.2720532547156,1.068539078009165,0.0044456923580888,3.920060420297138,3.172915079389609,2.668993624793302,1.4248468285087492,10.41596344950044,3873.409685570373,1866858.85503107,154.9916488535,30.3611636834,91.024881881993,0.5902816328041153,0.2029285864081023,1.62836312497687,1.318727409545662,5.234817364272232,"41,200","126,968",0.531,0.0559999999999999,"422,135","152,544","8,980","48,055","44,087","25,846","3,367","12,315","9,572","2,904","19,651","8,270","1,724","7,322","13,705","52,575","15,021","8,802","8,911",14449866.0,183074.0,28410.0,0.0,0.0,0.0,0.0,0.0,0.0,598386.0,174082.0,0.0,0.0,0.0,0.0,0.0
"Brunswick, GA",11009.0,27385.0,4.975020437823599,9346.181532000037,0.3412883524557252,2.605141248069761,8082.0,4869.108120999992,14310.0,340.25912795248024,1.092856360740593,0.0115303983228511,2.648827695256525,1.9445749326063435,2.2487441626720637,1.1715349661280077,2.377118692590903,4156.178229227491,427524.4616878783,40.488457892532665,4.824179003714266,91.56087511036986,0.45129010104974,0.4041989600706366,1.037967232414402,1.6030609241636418,4.942607671931718,"53,541","47,297",0.544,0.047,"118,149","61,297","2,680","16,956","16,890","10,771",684,"3,303","3,916",770,"6,908","3,341",637,"2,386","6,200","11,092","6,746","2,549","3,361",5745176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Buffalo-Cheektowaga, NY",30091.0,81425.0,5.411917184540228,20889.06531700024,0.25654363299969596,2.871955069622146,25522.0,11079.167473999943,43224.0,256.3198101517662,1.0570463450308498,0.0138349065334073,4.92741871234684,4.1792423108742165,3.4205965679579395,1.8142201033070284,45.03849009507663,6106.848586786367,2249995.29205232,232.193859078998,34.55654946545,87.94098231035757,2.876851295860482,0.3623337050532778,2.534844082753065,0.9674664239919738,5.317522181983642,"59,079","482,932",0.591,0.049,"1,129,018","530,247","57,898","183,783","172,681","68,570","2,765","27,235","59,778","12,462","61,383","26,010","8,267","45,358","53,243","153,668","49,942","23,758","24,702",81440232.0,1349982.0,241185.0,0.0,1019678.0,0.0,0.0,7920559.0,0.0,7504182.0,1602878.0,0.0,3886532.0,0.0,990450.0,0.0
"Burlington, NC",8557.0,21105.0,4.932803552646956,5343.392991999999,0.25318137844112765,2.55685403763001,6132.0,2745.2659540000136,10901.0,251.83615760022136,1.0589585732143114,0.0072470415558205,7.610602514885873,5.453805611929434,4.752417920175148,2.441641693764528,3.3694901483632425,1124.3525047147098,873137.58122772,85.43781505275899,17.730567215,93.73498380862844,0.1697482502872662,0.0874856366865141,0.9923743862947874,0.5680037605766217,4.4474041575263765,"51,580","65,455",0.583,0.052,"166,144","71,718","3,108","20,406","23,109","18,832",527,"5,591","12,276","2,207","10,514","3,221",821,"3,666","6,675","19,818","6,431","3,053","2,952",7286494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Burlington-South Burlington, VT",10854.0,26095.0,4.808365579509858,9185.818646999971,0.3520145103276478,2.480375898286346,7690.0,4727.688385000015,13448.0,351.5532707465805,1.0888534763263316,0.024390243902439,2.788371537689015,1.9755460774671572,2.3598189852282787,1.2145339719731885,8.325908385996573,3892.594603442168,468376.8350168673,44.57730479874534,5.343873960899999,80.8836926814455,2.1493403515875427,1.6786449370719034,5.915747207882039,0.8359483078584202,8.536626514154603,"73,447","88,499",0.6559999999999999,0.038,"219,764","98,488","5,937","30,053","37,151","15,358","2,242","6,477","13,928","2,486","13,086","3,699","2,150","5,946","12,999","34,943","10,621","5,356","6,697",16774409.0,394526.0,163345.0,0.0,0.0,0.0,0.0,0.0,20169.0,3473017.0,489973.0,0.0,0.0,0.0,0.0,0.0
"Canton-Massillon, OH",19333.0,52480.0,5.429059121708995,12510.681192999895,0.2383895044397846,2.800600010345006,15322.0,6435.014273000001,26977.0,238.5370601994292,1.0507645934026992,0.0040775475404974,7.6275839048831955,6.045095980480025,4.935926680124704,2.5388512541472323,7.337700607238546,2534.6164973187606,976369.5053178221,103.8613778157341,16.2480827696955,90.22566114188416,1.0205401211285212,0.1390176088971269,1.6024742979071922,0.9623467034506542,6.049960126732332,"54,854","165,608",0.585,0.051,"398,711","180,622","11,673","53,348","62,284","38,303","1,799","11,629","32,775","5,534","22,265","10,629","2,592","9,851","15,545","44,368","17,680","9,328","5,315",19776672.0,211956.0,0.0,0.0,342409.0,0.0,21975.0,0.0,0.0,2136294.0,0.0,0.0,2236844.0,0.0,0.0,0.0
"Cape Coral-Fort Myers, FL",43551.0,110468.0,5.073040802737021,19121.29659699978,0.17309353475214342,2.8562145530527427,36063.0,10604.65233600008,62302.0,170.21367429617158,1.0820652057792306,0.0231774260858399,13.877764546299026,11.491672357309405,6.0931058297883345,3.379230516276758,48.062355039050246,3138.1855380745988,4273330.3649160005,374.2225233454,51.4994806479,87.66685930290944,0.6574896023798471,0.7598078690326188,1.149501514247187,2.260791577059234,7.505550134371674,"59,608","288,916",0.506,0.05,"756,570","401,252","14,553","119,393","113,868","41,102","2,523","39,129","11,198","7,313","46,949","16,240","5,348","21,888","41,406","64,741","39,838","16,176","10,529",39902997.0,560039.0,52908.0,233028.0,0.0,0.0,0.0,0.0,0.0,2954808.0,316925.0,0.0,0.0,936176.0,0.0,0.0
"Cape Girardeau, MO-IL",8862.0,21982.0,4.960956894606183,9437.40486399999,0.4293242136293326,2.561611374407583,6369.0,4811.705714999984,11299.0,425.85235109301567,1.0934348794841078,0.0061067351093017,2.344863758520753,1.6852219902977514,2.497114493351506,1.2731656903374686,1.15135371798551,3779.3240514709287,262231.406221318,19.95852440700767,3.451272624160666,91.81646593564624,0.3685062016897357,0.0741506381448858,1.7009706992629876,1.2470789142548984,4.792827611001258,"51,428","36,893",0.583,0.047,"97,026","44,240","2,080","12,135","14,305","8,373",875,"3,037","4,463","1,453","5,471","1,819",677,"2,320","3,252","14,039","3,991","2,490","1,833",5038978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbondale-Marion, IL",15822.0,39644.0,5.0112501580078375,11298.887853000142,0.2850087744173177,2.573821261534572,11281.0,5814.3062949999785,20298.0,286.44725071435505,1.0798829926653553,0.0133510690708444,4.37162358777625,3.1169438562573557,3.1218862756803163,1.606494662228406,4.213465854965188,3619.250304221253,323837.8801022503,24.68503480049833,4.387607587017,89.01184649216145,0.9505568560686672,0.5338015180534865,3.036106973114847,1.081790451869192,5.3858977087323545,"46,563","56,319",0.517,0.067,"136,837","66,007","5,082","19,718","20,602","10,917","1,409","2,730","4,873","1,374","7,400","2,882",712,"3,361","3,213","18,597","5,355","2,674","3,487",7451691.0,1065.0,47847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337376.0,0.0,0.0,0.0,0.0,0.0
"Casper, WY",5774.0,15528.0,5.378593695878074,8166.183903999978,0.5259005605358048,2.772081745756841,4557.0,4216.255106999993,7972.0,528.8829788008019,1.1079744986283624,0.0022579026593075,0.4149340853968152,0.3274774207054532,0.5868424055054423,0.302990640218686,1.3966645497360155,13915.463210206346,696521.44751558,63.485748333100005,10.917184544,91.34279502650416,0.3859589124752668,0.1587805652588123,1.5242934264845984,0.7523756015340646,5.835796467743117,"62,168","32,896",0.6579999999999999,0.043,"80,067","37,160","1,248","9,506","12,283","9,859","3,427","3,424","2,084","1,200","4,924","2,439",646,"2,108","3,204","10,186","3,940","2,058","1,811",5825918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cedar Rapids, IA",14163.0,38954.0,5.5008119748640825,15512.251311999964,0.3982197287056519,2.8830050130622045,11677.0,8088.96218,20346.0,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2.9685924541166697,1.5479914298840225,14.45945952774668,5225.456694295805,544724.6091789304,51.530770718173336,8.604513237166667,89.74783467504139,0.3346572782629085,0.3517098784291713,1.9546542940578795,0.7368144321839407,6.874329442024712,"66,620","109,796",0.6609999999999999,0.038,"271,734","118,199","5,111","32,295","44,008","28,382","2,521","9,682","23,673","3,742","16,192","8,301","2,957","11,548","13,673","32,119","10,290","4,990","3,420",20477905.0,208142.0,24401.0,0.0,0.0,0.0,0.0,0.0,0.0,992279.0,278320.0,0.0,0.0,0.0,0.0,0.0
"Chambersburg-Waynesboro, PA",7228.0,18575.0,5.139734366353071,6737.179098000005,0.3627014319246301,2.6411178749308246,5526.0,3456.835800000006,9498.0,363.9540745420095,1.079661927810267,0.0097915350600126,3.607829781685535,2.758282702489522,3.3628383224008997,1.7254669548473662,4.745853124578187,2003.4204597710168,1018770.8103441,82.065453239135,18.6746090536,90.13267907563257,0.2617944570848981,0.1137640834452698,2.7029249705309906,1.122563666767181,5.666273746539105,"63,420","61,617",0.596,0.039,"154,954","65,808","3,196","17,164","23,839","17,418","2,388","4,751","11,327","2,019","8,946","5,151",768,"2,823","5,796","17,391","5,450","3,023","4,483",7241076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Champaign-Urbana, IL",10905.0,31189.0,5.720128381476387,12025.52401599993,0.3855693999807602,2.981292984869326,9329.0,6257.4146349999855,16189.0,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3.2281517501948054,1.6797508348737151,10.81752157947859,3725.2040630599968,690517.3866182155,46.449710907988496,8.452762272705,78.96715509178603,4.986337545159456,2.0438665664142017,7.120981496084652,0.9637073850611602,5.917951915494508,"54,897","89,814",0.591,0.047,"226,418","101,114","9,776","34,385","31,381","14,272","1,602","4,192","8,258","2,297","11,218","5,958","2,604","5,753","8,341","43,028","10,611","4,416","2,796",15738844.0,2293.0,61361.0,0.0,0.0,629740.0,0.0,0.0,0.0,3345301.0,276923.0,0.0,0.0,0.0,0.0,0.0
"Charleston, WV",19782.0,45587.0,4.608937417854615,17886.359721999725,0.3923565867900876,2.399454049135578,12998.0,9318.266830000011,23627.0,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446332,2.5898328873800223,1.3492266880909147,13.04791450942498,6906.376009493908,362691.74990229995,28.547796533989242,4.42498895474,89.91826402844335,1.779641366517236,0.0859870149945895,2.953509043128768,0.7101174833822848,4.552481063533777,"46,099","109,935",0.489,0.061,"260,920","131,549","11,237","40,513","38,842","19,343","3,040","5,777","6,506","1,888","12,442","6,256","1,725","6,206","9,536","28,330","8,698","5,242","8,997",15162479.0,331078.0,68980.0,0.0,0.0,0.0,0.0,0.0,0.0,1409745.0,488422.0,0.0,0.0,0.0,0.0,0.0
"Charleston-North Charleston, SC",43999.0,105673.0,4.803427350621605,25334.05170300016,0.23974006324226765,2.5582854155776267,32118.0,13318.320744999995,56448.0,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3.214763426937136,1.6900277516278135,29.0475608186785,7880.533755834457,1628729.3703416067,145.89844972183332,23.65037014556667,88.52965044015984,0.7840186541483909,0.5636819344434058,2.003061088227137,1.1689659068730676,6.950621976148165,"65,894","299,947",0.605,0.042,"790,955","339,240","15,716","101,615","122,577","60,039","1,796","29,888","35,761","8,036","43,541","21,204","7,004","21,337","52,437","82,879","40,605","19,452","21,897",54702909.0,508172.0,79926.0,0.0,0.0,0.0,0.0,0.0,145280.0,3069628.0,831203.0,0.0,0.0,0.0,0.0,0.0
