msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Ocean City, NJ",7766,21190,5.457120782899819,3574.4206119999826,0.16868431392166033,2.888230749420551,6137,1907.0731219999905,11224,169.91029240912246,1.049535242742022,0.0040983606557377,4.788120238472552,3.783761769702042,2.203805778152274,1.1758041992911652,2.155452676422231,1621.9308649770696,717283.493721132,93.426090911787,7.192798595056,87.03556167161585,1.378527799908259,1.4823398759083557,4.140411868375945,1.2554018493034935,4.7077569348881,"72,385",0.527,0.067,"92,701","99,394"
"Odessa, TX",7663,22376,5.840010439775545,5204.255922000006,0.2325820487129069,3.0382356779329243,6681,2799.212347000008,11620,240.89607117039657,1.0275409350227531,0.0006884681583476,3.27426258949988,2.8546715855994647,2.2236853023082124,1.1960532778087278,2.803425332511936,2340.374295138762,1090131.4386173,66.94492321050001,13.749314163300001,93.94465530700693,0.2987967374626504,0.0672965624915879,1.7147164122856602,0.8560122748929984,3.1185227058601845,"63,096",0.638,0.066,"162,067","59,155"
"Ogden-Clearfield, UT",26640,67635,5.077702702702703,16435.13096100001,0.24299742679086284,2.621283783783784,19736,8656.849706000035,34933,247.81294781438856,1.0694350151677767,0.0020610883691638,1.1916158863807946,0.8827977152256518,0.7351487668121796,0.3872237100480688,22.95884682055365,22356.197416024446,941175.6009069589,86.57136432632676,15.3453526171,87.95881149501189,1.5283687833838882,0.3104258017533194,1.2592919452835951,0.8960999287193239,8.047002045847977,"78,680",0.6659999999999999,0.0289999999999999,"672,948","226,538"
"Oklahoma City, OK",76540,197390,5.157825973347269,55858.754018001244,0.2829867471401856,2.744591063496211,59688,29406.27322799997,105113,279.7586714107672,1.0595489991689215,0.0086573497093604,5.2960212571243535,4.129983234847641,3.8650267660806765,2.034704051584722,42.69513479950832,14452.358909442872,1482979.2386391466,132.0730094837077,21.02038060375714,91.23942692037068,0.3955267452131084,0.3133374253334731,1.5846520053295807,1.024147791068461,5.442909112684701,"60,476",0.615,0.045,"1,397,040","578,343"
"Olympia-Lacey-Tumwater, WA",16778,39576,4.7176063893193465,9146.034009000052,0.23110051569132936,2.4638216712361425,11506,4741.359640000023,20670,229.38363038219757,1.1229129591475906,0.0216255442670537,8.346142195989867,5.723609018182108,4.549654331176165,2.3585684680991488,11.52661715966886,2010.2700871860836,1391389.6837667,134.10648093790002,31.0745820667,86.33962662803157,1.847995049878511,0.5749988681124644,1.9264725856838865,1.2752599568373553,8.035646911456212,"75,867",0.569,0.061,"284,698","118,035"
"Omaha-Council Bluffs, NE-IA",50700,136053,5.36698224852071,39744.23092599989,0.29212314999301664,2.9354437869822485,42491,21133.90740000008,74446,283.8823764876566,1.0432896330972767,0.0043252827552857,4.441180778769271,3.7220949205263327,3.481485492219288,1.8512722549343201,33.6441770674376,11415.882965712077,742172.092038754,66.17116465482938,11.9060969008625,89.9298863903665,0.8107015075045085,0.1797202883778129,1.6507029931372024,0.9662802646076898,6.462708556006288,"69,439",0.6709999999999999,0.038,"940,163","390,062"
"Orlando-Kissimmee-Sanford, FL",91364,222120,4.862309005735301,40412.49268199828,0.18193990942732885,2.776969046889365,73255,23222.700950000133,127147,182.6445055722914,1.096967043271678,0.0088008368266652,8.797447255512457,7.053730120206701,3.891322324259698,2.2361158305039757,179.19017697893915,10385.28533862497,4126047.062601765,326.56225619943103,45.6756864026,87.52123303881032,1.4232092965775938,0.3858496486805428,1.092284864791078,1.7950853239012736,7.782337827239193,"61,229",0.61,0.054,"2,560,260","1,054,209"
"Oshkosh-Neenah, WI",7484,19396,5.183324425440941,5104.081678000012,0.2631512517013823,2.819615179048637,6014,2738.096216999988,10511,260.4981654457224,1.0488588843134838,0.0047569213205213,4.994559273574258,4.013532799475627,3.4062852054964483,1.8273094404804764,22.088291917126316,1498.430510094682,1284937.12495799,120.97172856579999,15.490217595047998,89.97892470162418,0.546354202460312,0.6620392641971915,2.3423361510090945,0.7502348063134263,5.720110874395804,"59,947",0.633,0.03,"170,924","76,023"
"Owensboro, KY",7100,18287,5.1512676056338025,6773.841043000032,0.3704183869962286,2.6822535211267606,5422,3482.4293309999885,9488,367.0351318507576,1.073401961763829,0.0070615514333895,2.9471677359814987,2.250639924576294,2.8117810944502764,1.445535685515324,2.3582291158426663,2409.092605526736,216349.90001234168,20.645866693263834,4.181052160266667,93.74092443472192,0.4450562920776209,0.2621306127067343,1.7764535048183,0.9598883587606312,2.8155467969147794,"54,946",0.579,0.045,"118,951","51,385"
"Oxnard-Thousand Oaks-Ventura, CA",24057,58621,4.87350875005196,11348.785698000109,0.19359590757578524,2.681257014590348,18067,6319.022577000085,32307,195.5929853282597,1.1101140236626044,0.0052929705636549,4.12480749415981,3.097763519848081,1.9458600946387543,1.08345810705304,12.886013878855104,5832.27218095913,3499957.2185567003,160.00981518100002,46.841448939,87.89777240032957,0.9892195359724067,0.4248349032677895,1.6322864629339586,0.8031532300566364,8.252733467439635,"89,295",0.61,0.051,"845,599","289,425"
"Palm Bay-Melbourne-Titusville, FL",26970,68247,5.060956618464961,12570.267151999991,0.18418783465939878,2.813236929922136,22183,7020.769511000029,38030,184.6113465947944,1.093648197679267,0.0078622140415461,6.692035134367689,5.504242320566497,3.119045955861031,1.7420554778609436,43.30160238921776,4030.164136690283,4060706.2203797936,341.8420413479,49.4663767894,88.78172884581772,0.5907828552562584,0.5868986813229496,1.006001048726962,1.3963605290244898,7.638228039851624,"59,359",0.522,0.051,"594,001","280,648"
"Panama City, FL",11251,29260,5.201315438627677,6228.290837999993,0.2128602473684208,2.7680206203892985,8887,3300.366952000018,15564,212.0513333333345,1.072760011096153,0.0071960935492161,4.207151124052516,3.3231670108838958,2.3289806061699094,1.2341251917067508,17.686700415712952,2674.256205268551,1254020.37708992,118.92002037227,15.54260737,91.4581351094196,0.7588011417697431,0.3496669838249286,0.9372026641294006,1.439105613701237,5.057088487155091,"56,483",0.563,0.044,"180,076","104,060"
"Parkersburg-Vienna, WV",5829,14402,4.941499399553955,4984.148918000049,0.34607338689071304,2.580545548121462,4229,2605.0408129999955,7492,347.7096653764009,1.1372546380236557,0.0081420181526962,3.687130595707855,2.675051516426234,3.1527205299574854,1.6478170671950503,7.043737411627265,1580.9041336332025,223485.756606556,20.22051996833,3.4667543757235,92.04738188181452,0.7861084937407458,0.2019114281868353,2.3556333288464124,0.5922735226813838,4.016691344730112,"48,369",0.513,0.05,"90,151","43,618"
"Pensacola-Ferry Pass-Brent, FL",27403,68152,4.974053935700471,15928.751261999823,0.23372390042845143,2.6617523628799766,20566,8406.297562999924,36537,230.07629424966265,1.0793535507450522,0.0075813558858143,5.168180248037363,3.878728423206817,3.004147635228541,1.585419881918798,23.1798974289638,5302.253150014727,1622924.9675888,132.73011646359998,20.30034702575,86.0646670824248,0.5940485890776998,0.5348713349933312,2.505929105649607,1.5499888473636532,8.750495040490899,"58,759",0.528,0.061,"496,278","215,479"
"Peoria, IL",26187,69285,5.291556879367625,25492.132260999897,0.3679314752255163,2.7963111467522053,20575,13206.032889999895,36499,361.8190331241923,1.04752329357132,0.0045754678210361,2.971305526383769,2.3345404668479035,2.8924624228210547,1.498421297119277,22.133739695233604,8813.297645587769,436165.5957894929,37.3017248201525,6.0279819829150005,91.2202859646593,0.8180719015873368,0.2800856341027831,2.1147851937305187,0.7321050237934132,4.834666282126654,"60,094",0.5710000000000001,0.0579999999999999,"403,747","183,156"
"New York-Newark-Jersey City, NY-NJ-PA",410699,1052145,5.123679385632787,168078.41665499462,0.15974833949217518,2.8272238305912603,335954,93513.38285200302,581084,160.92919931025983,1.0656264768192614,0.0083309814071631,17.35017673888429,14.192538272883873,7.1005535317982025,3.9505178243268277,543.95091464237,23671.17097312117,2605599.8219713,241.8679978826839,37.23030592335382,54.741959048691335,29.835681831489342,0.7012328778074433,5.654501664442297,1.6995417517145148,7.367082825855064,"81,951",0.609,0.059,"19,261,570","7,756,312"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",190616,487036,5.110127166659672,91318.6263970016,0.18749871959568,2.843984765182356,157824,49939.210273000004,271381,184.01881588246783,1.0766587255999405,0.0130185974699776,15.125624802215857,12.52353741965478,7.246250473909698,3.962740575336602,132.4233107539549,12602.19015693655,2177710.667279248,208.15307389070156,39.071250065165636,77.92132104605362,8.753012486279975,0.6258868336803154,3.3772994254924407,1.1720157148196568,8.15046449367399,"74,825",0.613,0.061,"6,092,403","2,497,830"
"Pine Bluff, AR",12060,30762,5.101492537313433,12830.997916000064,0.4171054520512341,2.6066334991708127,8735,6557.78028799997,15662,418.70644157834056,1.0821539920698195,0.0028093474652024,2.23115809892378,1.6160170807710796,2.373796427658184,1.2132209453178981,0.8225549087850701,5405.264649697954,258456.77016732167,16.824254741553002,2.813219752933333,94.6560216334546,0.4152850658339503,0.0579467533721791,1.3134597431027268,1.0301645043942955,2.527122299842256,"41,856",0.437,0.074,"89,464","42,188"
"Pittsburgh, PA",117483,296406,5.045938561323766,73845.79568199921,0.24913731733500405,2.65523522552199,88963,38930.09062399896,155996,249.5582619041447,1.0925125399986328,0.0067758147644811,8.491773839728115,6.430323332769271,5.337638602574911,2.813900948555273,103.2183471684908,13834.918618577049,1527745.5724048833,148.13989342266538,29.626048179385716,82.80695233372471,5.344168352665434,0.2844104494636366,3.1382037485103464,0.8959501678365165,7.530314947799364,"61,969",0.598,0.05,"2,324,447","1,129,809"
"Phoenix-Mesa-Chandler, AZ",181979,458340,5.037284521840432,83790.35630399856,0.18281266375179683,2.7747212590463737,146781,46359.06659099935,254164,182.39824125761064,1.079241246989251,0.0078138524732062,4.817745885426057,3.8859074882745928,2.2182814738072647,1.2273185495083485,396.0285688022146,37772.64395585835,13359895.3014945,931.3319286180499,214.5745612825,84.71853499231457,1.6538899919923225,0.6477213434181217,1.4750636332254166,1.79214823826681,9.712641800782755,"67,068",0.598,0.052,"4,860,338","1,943,813"
"Pittsfield, MA",8102,20588,5.082201925450506,6819.785418000038,0.3312505060229278,2.636262651197235,6277,3462.68164199999,10642,325.3788425108053,1.0875709606963324,0.0189813944747227,3.3063594411847035,2.561591978809724,2.78309823545522,1.413091846314937,14.439678901722944,2450.4292845719665,578855.98481766,61.986819905999994,8.479890923031,84.81167654405643,1.0628397903707696,0.3852998318394802,6.17459306786828,0.5665213629165238,6.999069402948524,"62,166",0.585,0.051,"125,927","69,149"
"Pocatello, ID",9717,24512,5.045178553051353,9966.665475999955,0.40660351974542897,2.604404651641453,7139,5192.3942170000155,12609,411.8006358156884,1.105680754042763,0.0111031802680624,1.4489982527439202,1.0645671016094316,1.4862283482975287,0.7742894049594172,3.098997537592301,6706.012227136394,401771.30192701,40.4174255107915,5.752359585350001,87.64050645758799,0.8677780315140443,0.910913196823222,2.839308822409987,0.9388241861409252,6.802669305523838,"51,914",0.557,0.055,"94,377","37,581"
"Portland-South Portland, ME",35778,85192,4.762256135055062,22005.07987999998,0.2582998389520141,2.4672424394879533,25243,11385.0003120001,44160,257.8125070652197,1.0855959919854343,0.0312273550724637,4.8286059081721175,3.4068002386938554,2.969809903246892,1.536521878558474,13.162118823250486,7409.592060401522,1079394.82689152,97.23315046832,13.229184153399332,84.47097851018277,0.9282296318658628,0.5257076232810401,3.867681299729685,0.8813843981081466,9.3260185368325,"72,552",0.654,0.034,"536,314","275,836"
"Port St. Lucie, FL",20842,52587,5.046252758852318,10211.424197999964,0.1941815315191961,2.822665771039248,17268,5682.76767400002,29471,192.82574985579112,1.0695546700827885,0.0087204370398018,5.588299872144089,4.630014499193174,2.7379570357975362,1.5237026132827403,23.911376591927016,3729.5779533755504,1714027.83618102,139.47427885373,17.3105615236,89.19922553740753,0.3162388919227523,0.4338976319316884,1.532045872015092,1.6919028943057142,6.8266891724172165,"58,039",0.509,0.051,"481,334","224,365"
"Poughkeepsie-Newburgh-Middletown, NY",29431,72370,4.917943664843192,19217.16559200016,0.26554049456957524,2.549488634433081,21748,10044.463541999985,37439,268.2887775314508,1.1015428103330016,0.0169075028713373,6.8389335272569225,5.053621227643761,4.465526759742381,2.33404975980067,21.356891181154257,4303.448758889267,1733565.43894933,113.143048410929,22.169888437185,82.59909756166297,4.991592481141794,0.159069630538864,3.5227034322090947,1.5080301981794668,7.219506696267813,"81,331",0.596,0.049,"675,601","265,425"
"Prescott Valley-Prescott, AZ",20456,49016,4.792334767305436,16692.816441000035,0.34055852050350977,2.5027864685177943,14349,8829.991876999979,25602,344.8946128036864,1.1414863625444829,0.009178970392938,0.971507835641642,0.6814707632783497,0.7927846094719967,0.41935893122592527,15.223074615120266,21055.92898948636,2223671.122863746,184.7185732548834,35.93246411,86.37677545144359,0.206309441490869,0.3888139474250995,3.5287983041817337,1.5382522643027987,7.9610505911558995,"53,329",0.4529999999999999,0.0579999999999999,"232,396","118,531"
"Portland-Vancouver-Hillsboro, OR-WA",97359,243207,4.996086648383817,49366.07231399912,0.20297965237019958,2.621606631128093,71071,25760.149770000167,128365,200.6789215907776,1.1112811845427315,0.0044248821719316,5.512312762551828,4.023927734953327,2.795029020979199,1.4584989815262939,203.52208925994967,17662.096509003124,1664318.1200529565,221.7240717645553,43.13195666681429,77.41357922064634,5.792158505237042,1.954378908597956,3.2535680943306944,1.1858478380417683,10.40046743314619,"77,511",0.636,0.048,"2,472,774","1,007,774"
"Provo-Orem, UT",26065,66793,5.125110301170151,13735.872357000191,0.2056483816717349,2.6969882984845577,20118,7232.049809000032,35253,205.14707426318415,1.0934969196977935,0.0043400561654327,1.8140703622773624,1.4001714002799148,0.9559884497548032,0.5033357842708851,15.94654039320538,14368.240913918193,1594224.0188792886,114.3214587029215,22.174189178,82.25492909146193,2.1595416483032173,0.7434207604347098,3.783041397193723,1.002046456964616,10.057020645641796,"76,864",0.67,0.037,"633,129","183,901"
"Providence-Warwick, RI-MA",72030,182473,5.066583368041094,30602.585165999277,0.16771021009135206,2.692280994030265,56357,16382.440066999932,96998,168.89461707457815,1.0753626006803472,0.0150209282665621,12.515157761078244,9.791985921714378,5.317175916275356,2.846436511868852,73.60084546744594,5755.420856460242,1137627.0725329705,107.44366118171365,18.277295235866664,88.06850241581998,2.344945960118729,0.2511107540422478,2.9450707681423163,0.9056678038894764,5.484702297987252,"70,676",0.611,0.055,"1,621,099","705,332"
"Pueblo, CO",10198,27212,5.33673269268484,9046.139429000037,0.33243199430398485,2.8078054520494216,8072,4736.016568,14307,331.0279281470609,1.07254838419356,0.0041238554553714,1.637842958668987,1.2963981528119304,1.4528491632600118,0.7606247683897297,4.950483812691901,6226.482182569888,871092.58662647,88.2144759811,17.4929407827,92.70865112224884,0.7583351492699935,0.2629476283867218,1.6154572528510207,0.7714098932229243,3.883198954020484,"49,979",0.522,0.069,"167,412","71,284"
"Racine, WI",8436,21790,5.165955429113324,4522.1441250000025,0.2075330025240937,2.927927927927928,7069,2458.0900790000105,12301,199.82847565238689,1.0563605769509474,0.0182911958377367,9.48171924737231,7.945267112336992,5.0827051907781104,2.762792794432115,11.655072365928609,889.7120638050834,865302.90129586,78.9049230916,12.3599149675,91.19965724078834,1.0475578406169666,0.1446015424164524,0.8943873179091687,1.7930591259640103,4.920736932305056,"62,556",0.611,0.04,"195,859","82,977"
"Punta Gorda, FL",16335,44082,5.397245179063361,8328.663334000068,0.1889356956127233,2.866727884909703,13812,4410.444423000058,23393,188.53693083401265,1.0691779656637153,0.0091480357371863,7.352242440228571,6.216661927421917,3.7486594450328057,1.9851029487021998,11.128280004841816,2221.7711307534314,1187684.8511632,112.0004722125,13.076156352434001,85.98404045192383,0.2480840641542229,0.8485423086039346,0.818519396381449,1.8076953464486052,10.293118432487953,"52,724",0.389,0.0579999999999999,"185,926","105,857"
