# Title: January - December 2020 Contiguous U.S. County Cooling Degree Days
# Units: Fahrenheit Degree-Days
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-369,Parmer County,Texas,1582,419,125,1163
TX-371,Pecos County,Texas,2745,624,126,2121
TX-373,Polk County,Texas,2796,241,110,2555
TX-375,Potter County,Texas,1808,387,123,1421
TX-377,Presidio County,Texas,2559,684,127,1875
TX-379,Rains County,Texas,2239,-62,50,2301
TX-381,Randall County,Texas,1651,364,122,1287
TX-383,Reagan County,Texas,2744,549,124,2195
TX-385,Real County,Texas,2631,367,119,2264
TX-387,Red River County,Texas,2158,75,77,2083
TX-389,Reeves County,Texas,2875,722,127,2153
TX-391,Refugio County,Texas,3859,714,129,3145
TX-393,Roberts County,Texas,1883,275,111,1608
TX-395,Robertson County,Texas,2735,139,90,2596
TX-397,Rockwall County,Texas,2426,1,60,2425
TX-399,Runnels County,Texas,2508,145,93,2363
TX-401,Rusk County,Texas,2287,-106,39,2393
TX-403,Sabine County,Texas,2614,310,117,2304
TX-405,San Augustine County,Texas,2531,178,98,2353
TX-407,San Jacinto County,Texas,2958,301,118,2657
TX-409,San Patricio County,Texas,3860,564,120,3296
TX-411,San Saba County,Texas,2707,288,109,2419
TX-413,Schleicher County,Texas,2556,424,118,2132
TX-415,Scurry County,Texas,2481,313,110,2168
TX-417,Shackelford County,Texas,2452,15,71,2437
TX-419,Shelby County,Texas,2317,-33,51,2350
TX-421,Sherman County,Texas,1583,213,104,1370
TX-423,Smith County,Texas,2289,-31,59,2320
TX-425,Somervell County,Texas,2538,-22,57,2560
TX-427,Starr County,Texas,4564,603,120,3961
TX-429,Stephens County,Texas,2397,-6,67,2403
TX-431,Sterling County,Texas,2632,426,121,2206
TX-433,Stonewall County,Texas,2533,163,89,2370
TX-435,Sutton County,Texas,2610,443,120,2167
TX-437,Swisher County,Texas,1718,333,122,1385
TX-439,Tarrant County,Texas,2533,-92,47,2625
TX-441,Taylor County,Texas,2345,80,81,2265
TX-443,Terrell County,Texas,3081,472,121,2609
TX-445,Terry County,Texas,2022,369,121,1653
TX-447,Throckmorton County,Texas,2437,3,66,2434
TX-449,Titus County,Texas,2310,118,90,2192
TX-451,Tom Green County,Texas,2703,342,111,2361
TX-453,Travis County,Texas,3004,283,110,2721
TX-455,Trinity County,Texas,2710,134,89,2576
TX-457,Tyler County,Texas,2649,235,110,2414
TX-459,Upshur County,Texas,2219,-84,42,2303
TX-461,Upton County,Texas,2869,552,124,2317
TX-463,Uvalde County,Texas,3331,410,120,2921
TX-465,Val Verde County,Texas,3259,402,116,2857
TX-467,Van Zandt County,Texas,2229,-142,32,2371
TX-469,Victoria County,Texas,3792,787,128,3005
TX-471,Walker County,Texas,2839,159,94,2680
TX-473,Waller County,Texas,3182,400,119,2782
TX-475,Ward County,Texas,3060,680,127,2380
TX-477,Washington County,Texas,2983,228,105,2755
TX-479,Webb County,Texas,3962,339,111,3623
TX-481,Wharton County,Texas,3486,613,124,2873
TX-483,Wheeler County,Texas,1912,232,106,1680
TX-485,Wichita County,Texas,2279,-114,44,2393
TX-487,Wilbarger County,Texas,2329,-41,53,2370
TX-489,Willacy County,Texas,4423,648,124,3775
TX-491,Williamson County,Texas,2878,279,110,2599
TX-493,Wilson County,Texas,3407,360,115,3047
TX-495,Winkler County,Texas,2792,632,125,2160
TX-497,Wise County,Texas,2349,-66,53,2415
TX-499,Wood County,Texas,2239,-20,58,2259
TX-501,Yoakum County,Texas,1911,453,122,1458
TX-503,Young County,Texas,2367,-21,59,2388
TX-505,Zapata County,Texas,4370,455,114,3915
TX-507,Zavala County,Texas,3809,478,120,3331
UT-001,Beaver County,Utah,759,304,126,455
UT-003,Box Elder County,Utah,768,226,114,542
UT-005,Cache County,Utah,287,110,112,177
UT-007,Carbon County,Utah,463,253,128,210
UT-009,Daggett County,Utah,164,83,115,81
UT-011,Davis County,Utah,840,296,119,544
UT-013,Duchesne County,Utah,194,133,126,61
UT-015,Emery County,Utah,1041,376,126,665
UT-017,Garfield County,Utah,685,329,126,356
UT-019,Grand County,Utah,1178,460,127,718
UT-021,Iron County,Utah,686,311,127,375
UT-023,Juab County,Utah,1018,336,125,682
UT-025,Kane County,Utah,1127,429,127,698
UT-027,Millard County,Utah,1130,400,127,730
UT-029,Morgan County,Utah,283,144,119,139
UT-031,Piute County,Utah,221,152,127,69
UT-033,Rich County,Utah,107,46,107,61
UT-035,Salt Lake County,Utah,828,326,122,502
UT-037,San Juan County,Utah,1252,405,123,847
UT-039,Sanpete County,Utah,309,178,126,131
UT-041,Sevier County,Utah,344,206,128,138
UT-043,Summit County,Utah,52,42,124,10
UT-045,Tooele County,Utah,1109,289,120,820
UT-047,Uintah County,Utah,652,323,125,329
UT-049,Utah County,Utah,581,264,124,317
UT-051,Wasatch County,Utah,125,86,124,39
UT-053,Washington County,Utah,1544,495,127,1049
UT-055,Wayne County,Utah,1021,380,125,641
UT-057,Weber County,Utah,511,218,119,293
VT-001,Addison County,Vermont,397,169,125,228
VT-003,Bennington County,Vermont,254,152,127,102
VT-005,Caledonia County,Vermont,210,71,114,139
VT-007,Chittenden County,Vermont,472,220,125,252
VT-009,Essex County,Vermont,167,64,113,103
VT-011,Franklin County,Vermont,409,180,123,229
VT-013,Grand Isle County,Vermont,538,169,113,369
VT-015,Lamoille County,Vermont,268,136,126,132
VT-017,Orange County,Vermont,295,140,127,155
VT-019,Orleans County,Vermont,227,99,118,128
VT-021,Rutland County,Vermont,296,147,127,149
VT-023,Washington County,Vermont,249,115,123,134
VT-025,Windham County,Vermont,334,177,127,157
VT-027,Windsor County,Vermont,335,184,128,151
VA-001,Accomack County,Virginia,1497,354,120,1143
VA-003,Albemarle County,Virginia,1186,248,115,938
VA-005,Alleghany County,Virginia,700,52,81,648
VA-007,Amelia County,Virginia,1374,181,101,1193
VA-009,Amherst County,Virginia,1065,190,110,875
VA-011,Appomattox County,Virginia,1167,169,97,998
VA-013,Arlington County,Virginia,1368,316,116,1052
VA-015,Augusta County,Virginia,731,130,99,601
VA-017,Bath County,Virginia,640,102,94,538
VA-019,Bedford County,Virginia,1179,199,110,980
VA-021,Bland County,Virginia,509,74,90,435
VA-023,Botetourt County,Virginia,926,50,75,876
VA-025,Brunswick County,Virginia,1490,236,110,1254
VA-027,Buchanan County,Virginia,811,45,73,766
VA-029,Buckingham County,Virginia,1224,160,96,1064
VA-031,Campbell County,Virginia,1262,265,120,997
VA-033,Caroline County,Virginia,1339,216,108,1123
VA-035,Carroll County,Virginia,570,78,90,492
VA-036,Charles City County,Virginia,1614,189,102,1425
VA-037,Charlotte County,Virginia,1261,179,100,1082
VA-041,Chesterfield County,Virginia,1433,140,94,1293
VA-043,Clarke County,Virginia,1040,228,114,812
VA-045,Craig County,Virginia,717,92,87,625
VA-047,Culpeper County,Virginia,1206,263,117,943
VA-049,Cumberland County,Virginia,1296,156,94,1140
VA-051,Dickenson County,Virginia,807,55,80,752
VA-053,Dinwiddie County,Virginia,1496,212,106,1284
VA-057,Essex County,Virginia,1408,176,101,1232
VA-059,Fairfax County,Virginia,1342,334,118,1008
VA-061,Fauquier County,Virginia,1144,272,119,872
VA-063,Floyd County,Virginia,549,105,96,444
VA-065,Fluvanna County,Virginia,1297,226,109,1071
VA-067,Franklin County,Virginia,1087,145,98,942
VA-069,Frederick County,Virginia,921,197,113,724
VA-071,Giles County,Virginia,684,140,106,544
VA-073,Gloucester County,Virginia,1587,240,114,1347
VA-075,Goochland County,Virginia,1302,164,95,1138
VA-077,Grayson County,Virginia,375,66,95,309
VA-079,Greene County,Virginia,1047,287,122,760
VA-081,Greensville County,Virginia,1557,220,107,1337
VA-083,Halifax County,Virginia,1360,206,107,1154
VA-085,Hanover County,Virginia,1343,140,94,1203
VA-087,Henrico County,Virginia,1439,129,91,1310
VA-089,Henry County,Virginia,1177,93,84,1084
VA-091,Highland County,Virginia,431,124,111,307
VA-093,Isle of Wight County,Virginia,1619,221,111,1398
VA-095,James City County,Virginia,1629,239,114,1390
VA-097,King and Queen County,Virginia,1428,162,97,1266
VA-099,King George County,Virginia,1465,318,116,1147
VA-101,King William County,Virginia,1425,148,94,1277
VA-103,Lancaster County,Virginia,1458,200,105,1258
VA-105,Lee County,Virginia,888,-40,49,928
VA-107,Loudoun County,Virginia,1178,285,119,893
VA-109,Louisa County,Virginia,1206,179,101,1027
VA-111,Lunenburg County,Virginia,1326,173,100,1153
VA-113,Madison County,Virginia,1010,258,119,752
VA-115,Mathews County,Virginia,1594,258,115,1336
VA-117,Mecklenburg County,Virginia,1427,209,108,1218
VA-119,Middlesex County,Virginia,1493,193,106,1300
VA-121,Montgomery County,Virginia,785,146,101,639
VA-125,Nelson County,Virginia,985,156,98,829
VA-127,New Kent County,Virginia,1496,161,95,1335
VA-131,Northampton County,Virginia,1611,334,123,1277
VA-133,Northumberland County,Virginia,1424,225,109,1199
VA-135,Nottoway County,Virginia,1365,195,102,1170
VA-137,Orange County,Virginia,1218,247,115,971
VA-139,Page County,Virginia,821,220,116,601
VA-141,Patrick County,Virginia,871,54,73,817
VA-143,Pittsylvania County,Virginia,1231,108,87,1123
VA-145,Powhatan County,Virginia,1346,165,98,1181
VA-147,Prince Edward County,Virginia,1218,121,87,1097
VA-149,Prince George County,Virginia,1602,188,102,1414
VA-153,Prince William County,Virginia,1370,363,122,1007
VA-155,Pulaski County,Virginia,719,125,98,594
VA-157,Rappahannock County,Virginia,928,213,114,715
VA-159,Richmond County,Virginia,1402,175,100,1227
VA-161,Roanoke County,Virginia,976,132,92,844
VA-163,Rockbridge County,Virginia,847,76,84,771
VA-165,Rockingham County,Virginia,804,222,117,582
VA-167,Russell County,Virginia,746,99,96,647
VA-169,Scott County,Virginia,950,38,72,912
VA-171,Shenandoah County,Virginia,851,184,112,667
VA-173,Smyth County,Virginia,554,110,104,444
VA-175,Southampton County,Virginia,1570,212,109,1358
VA-177,Spotsylvania County,Virginia,1244,260,113,984
VA-179,Stafford County,Virginia,1393,379,124,1014
VA-181,Surry County,Virginia,1643,252,114,1391
VA-183,Sussex County,Virginia,1590,238,112,1352
VA-185,Tazewell County,Virginia,515,88,95,427
VA-187,Warren County,Virginia,892,175,107,717
VA-191,Washington County,Virginia,834,136,103,698
VA-193,Westmoreland County,Virginia,1427,223,108,1204
VA-195,Wise County,Virginia,668,18,71,650
VA-197,Wythe County,Virginia,555,70,88,485
VA-199,York County,Virginia,1666,259,116,1407
VA-510,Alexandria City,Virginia,1444,315,115,1129
VA-520,Bristol City,Virginia,1030,138,96,892
VA-530,Buena Vista City,Virginia,1030,91,85,939
VA-540,Charlottesville City,Virginia,1271,250,111,1021
VA-550,Chesapeake City,Virginia,1681,324,121,1357
VA-570,Colonial Heights City,Virginia,1526,124,87,1402
VA-580,Covington City,Virginia,878,16,69,862
VA-590,Danville City,Virginia,1343,59,76,1284
VA-595,Emporia City,Virginia,1584,223,108,1361
VA-600,Fairfax City,Virginia,1296,342,121,954
VA-610,Falls Church City,Virginia,1296,324,118,972
VA-620,Franklin City,Virginia,1554,187,104,1367
VA-630,Fredericksburg City,Virginia,1357,353,119,1004
VA-640,Galax City,Virginia,549,74,90,475
VA-650,Hampton City,Virginia,1731,270,118,1461
VA-660,Harrisonburg City,Virginia,936,232,117,704
VA-670,Hopewell City,Virginia,1567,121,87,1446
VA-680,Lynchburg City,Virginia,1289,305,123,984
VA-683,Manassas City,Virginia,1371,358,121,1013
VA-685,Manassas Park City,Virginia,1363,358,120,1005
VA-690,Martinsville City,Virginia,1192,100,87,1092
VA-700,Newport News City,Virginia,1717,266,118,1451
VA-710,Norfolk City,Virginia,1839,392,123,1447
VA-720,Norton City,Virginia,656,12,68,644
VA-730,Petersburg City,Virginia,1524,140,92,1384
VA-735,Poquoson City,Virginia,1730,275,118,1455
VA-740,Portsmouth City,Virginia,1799,317,122,1482
VA-750,Radford City,Virginia,807,147,103,660
VA-760,Richmond City,Virginia,1428,129,91,1299
VA-770,Roanoke City,Virginia,1189,136,93,1053
VA-775,Salem City,Virginia,1178,143,92,1035
VA-790,Staunton City,Virginia,845,112,92,733
VA-800,Suffolk City,Virginia,1584,197,106,1387
VA-810,Virginia Beach City,Virginia,1780,425,124,1355
VA-820,Waynesboro City,Virginia,892,155,100,737
VA-830,Williamsburg City,Virginia,1616,262,116,1354
VA-840,Winchester City,Virginia,984,214,115,770
WA-001,Adams County,Washington,516,79,102,437
WA-003,Asotin County,Washington,432,139,111,293
WA-005,Benton County,Washington,801,170,111,631
WA-007,Chelan County,Washington,114,33,98,81
WA-009,Clallam County,Washington,15,10,108,5
WA-011,Clark County,Washington,271,94,110,177
WA-013,Columbia County,Washington,355,94,109,261
WA-015,Cowlitz County,Washington,134,58,110,76
WA-017,Douglas County,Washington,519,90,100,429
WA-019,Ferry County,Washington,172,44,97,128
WA-021,Franklin County,Washington,750,164,111,586
WA-023,Garfield County,Washington,390,116,109,274
WA-025,Grant County,Washington,724,110,104,614
WA-027,Grays Harbor County,Washington,51,27,112,24
WA-029,Island County,Washington,40,17,99,23
WA-031,Jefferson County,Washington,6,3,91,3
WA-033,King County,Washington,77,25,102,52
WA-035,Kitsap County,Washington,181,85,114,96
WA-037,Kittitas County,Washington,199,47,102,152
WA-039,Klickitat County,Washington,368,106,110,262
WA-041,Lewis County,Washington,78,25,98,53
WA-043,Lincoln County,Washington,343,19,82,324
WA-045,Mason County,Washington,92,37,105,55
WA-047,Okanogan County,Washington,163,55,106,108
WA-049,Pacific County,Washington,50,31,114,19
WA-051,Pend Oreille County,Washington,117,33,97,84
WA-053,Pierce County,Washington,69,29,106,40
WA-055,San Juan County,Washington,41,21,106,20
WA-057,Skagit County,Washington,39,15,100,24
WA-059,Skamania County,Washington,84,35,105,49
WA-061,Snohomish County,Washington,43,16,102,27
WA-063,Spokane County,Washington,358,93,108,265
WA-065,Stevens County,Washington,263,59,101,204
WA-067,Thurston County,Washington,155,47,105,108
WA-069,Wahkiakum County,Washington,57,37,115,20
WA-071,Walla Walla County,Washington,744,141,105,603
WA-073,Whatcom County,Washington,33,12,97,21
WA-075,Whitman County,Washington,411,96,106,315
WA-077,Yakima County,Washington,254,72,108,182
WV-001,Barbour County,West Virginia,810,256,124,554
WV-003,Berkeley County,West Virginia,1041,250,118,791
WV-005,Boone County,West Virginia,1021,106,95,915
WV-007,Braxton County,West Virginia,909,97,90,812
WV-009,Brooke County,West Virginia,848,157,107,691
WV-011,Cabell County,West Virginia,1198,186,103,1012
WV-013,Calhoun County,West Virginia,948,112,92,836
WV-015,Clay County,West Virginia,953,98,88,855
WV-017,Doddridge County,West Virginia,935,175,105,760
WV-019,Fayette County,West Virginia,701,79,87,622
WV-021,Gilmer County,West Virginia,967,136,95,831
WV-023,Grant County,West Virginia,648,177,120,471
WV-025,Greenbrier County,West Virginia,495,116,104,379
WV-027,Hampshire County,West Virginia,848,162,109,686
WV-029,Hancock County,West Virginia,759,97,97,662
WV-031,Hardy County,West Virginia,717,152,107,565
WV-033,Harrison County,West Virginia,953,225,121,728
WV-035,Jackson County,West Virginia,1052,133,94,919
WV-037,Jefferson County,West Virginia,1083,249,115,834
WV-039,Kanawha County,West Virginia,1098,129,95,969
WV-041,Lewis County,West Virginia,938,194,108,744
WV-043,Lincoln County,West Virginia,1220,171,101,1049
WV-045,Logan County,West Virginia,1082,96,90,986
WV-047,McDowell County,West Virginia,787,55,79,732
WV-049,Marion County,West Virginia,859,151,104,708
WV-051,Marshall County,West Virginia,825,136,101,689
WV-053,Mason County,West Virginia,1031,71,80,960
WV-055,Mercer County,West Virginia,584,58,84,526
WV-057,Mineral County,West Virginia,908,182,108,726
WV-059,Mingo County,West Virginia,1147,94,91,1053
WV-061,Monongalia County,West Virginia,812,149,104,663
WV-063,Monroe County,West Virginia,696,121,100,575
WV-065,Morgan County,West Virginia,957,219,116,738
WV-067,Nicholas County,West Virginia,628,102,94,526
WV-069,Ohio County,West Virginia,842,173,110,669
WV-071,Pendleton County,West Virginia,524,169,123,355
WV-073,Pleasants County,West Virginia,962,162,102,800
WV-075,Pocahontas County,West Virginia,284,79,105,205
WV-077,Preston County,West Virginia,611,196,122,415
WV-079,Putnam County,West Virginia,1176,185,100,991
WV-081,Raleigh County,West Virginia,656,93,94,563
WV-083,Randolph County,West Virginia,376,142,120,234
WV-085,Ritchie County,West Virginia,957,165,102,792
WV-087,Roane County,West Virginia,989,115,92,874
WV-089,Summers County,West Virginia,750,106,93,644
WV-091,Taylor County,West Virginia,894,201,118,693
WV-093,Tucker County,West Virginia,406,162,122,244
WV-095,Tyler County,West Virginia,905,118,94,787
WV-097,Upshur County,West Virginia,734,204,117,530
WV-099,Wayne County,West Virginia,1199,179,108,1020
WV-101,Webster County,West Virginia,466,58,86,408
WV-103,Wetzel County,West Virginia,825,116,98,709
WV-105,Wirt County,West Virginia,994,151,101,843
WV-107,Wood County,West Virginia,1062,186,105,876
WV-109,Wyoming County,West Virginia,810,83,88,727
WI-001,Adams County,Wisconsin,571,108,98,463
WI-003,Ashland County,Wisconsin,290,82,105,208
WI-005,Barron County,Wisconsin,466,89,98,377
WI-007,Bayfield County,Wisconsin,315,125,121,190
WI-009,Brown County,Wisconsin,538,206,122,332
WI-011,Buffalo County,Wisconsin,666,109,99,557
WI-013,Burnett County,Wisconsin,498,133,110,365
WI-015,Calumet County,Wisconsin,601,198,118,403
WI-017,Chippewa County,Wisconsin,507,104,106,403
WI-019,Clark County,Wisconsin,475,120,110,355
WI-021,Columbia County,Wisconsin,659,141,105,518
WI-023,Crawford County,Wisconsin,709,68,85,641
WI-025,Dane County,Wisconsin,715,161,107,554
WI-027,Dodge County,Wisconsin,647,144,112,503
WI-029,Door County,Wisconsin,398,139,114,259
WI-031,Douglas County,Wisconsin,347,137,122,210
WI-033,Dunn County,Wisconsin,599,115,103,484
WI-035,Eau Claire County,Wisconsin,578,131,104,447
WI-037,Florence County,Wisconsin,292,117,115,175
WI-039,Fond du Lac County,Wisconsin,627,174,115,453
WI-041,Forest County,Wisconsin,244,70,103,174
WI-043,Grant County,Wisconsin,721,60,81,661
WI-045,Green County,Wisconsin,720,108,95,612
WI-047,Green Lake County,Wisconsin,615,118,103,497
WI-049,Iowa County,Wisconsin,670,111,102,559
WI-051,Iron County,Wisconsin,242,52,96,190
WI-053,Jackson County,Wisconsin,563,128,106,435
WI-055,Jefferson County,Wisconsin,698,116,101,582
WI-057,Juneau County,Wisconsin,562,104,98,458
WI-059,Kenosha County,Wisconsin,762,144,106,618
WI-061,Kewaunee County,Wisconsin,455,176,119,279
WI-063,La Crosse County,Wisconsin,684,111,97,573
WI-065,Lafayette County,Wisconsin,685,97,97,588
WI-067,Langlade County,Wisconsin,311,101,110,210
WI-069,Lincoln County,Wisconsin,363,101,106,262
WI-071,Manitowoc County,Wisconsin,492,175,118,317
WI-073,Marathon County,Wisconsin,465,143,115,322
WI-075,Marinette County,Wisconsin,391,123,111,268
WI-077,Marquette County,Wisconsin,601,88,92,513
WI-078,Menominee County,Wisconsin,440,156,119,284
WI-079,Milwaukee County,Wisconsin,740,183,115,557
WI-081,Monroe County,Wisconsin,551,91,92,460
WI-083,Oconto County,Wisconsin,441,137,117,304
WI-085,Oneida County,Wisconsin,264,51,94,213
WI-087,Outagamie County,Wisconsin,609,197,119,412
WI-089,Ozaukee County,Wisconsin,611,159,115,452
WI-091,Pepin County,Wisconsin,689,122,102,567
WI-093,Pierce County,Wisconsin,643,96,97,547
WI-095,Polk County,Wisconsin,540,110,102,430
WI-097,Portage County,Wisconsin,562,157,114,405
WI-099,Price County,Wisconsin,310,81,104,229
WI-101,Racine County,Wisconsin,717,121,103,596
WI-103,Richland County,Wisconsin,658,90,93,568
WI-105,Rock County,Wisconsin,754,107,96,647
WI-107,Rusk County,Wisconsin,391,66,94,325
WI-109,St. Croix County,Wisconsin,599,95,98,504
WI-111,Sauk County,Wisconsin,631,107,94,524
WI-113,Sawyer County,Wisconsin,340,92,107,248
WI-115,Shawano County,Wisconsin,523,192,121,331
WI-117,Sheboygan County,Wisconsin,547,157,114,390
WI-119,Taylor County,Wisconsin,406,121,113,285
WI-121,Trempealeau County,Wisconsin,643,125,103,518
WI-123,Vernon County,Wisconsin,602,59,89,543
WI-125,Vilas County,Wisconsin,230,50,97,180
WI-127,Walworth County,Wisconsin,690,86,93,604
WI-129,Washburn County,Wisconsin,412,101,106,311
WI-131,Washington County,Wisconsin,579,125,108,454
WI-133,Waukesha County,Wisconsin,654,116,101,538
WI-135,Waupaca County,Wisconsin,610,189,117,421
WI-137,Waushara County,Wisconsin,592,138,109,454
WI-139,Winnebago County,Wisconsin,661,182,115,479
WI-141,Wood County,Wisconsin,527,124,108,403
WY-001,Albany County,Wyoming,147,92,121,55
WY-003,Big Horn County,Wyoming,386,135,116,251
WY-005,Campbell County,Wyoming,609,188,117,421
WY-007,Carbon County,Wyoming,202,99,119,103
WY-009,Converse County,Wyoming,510,172,117,338
WY-011,Crook County,Wyoming,520,128,110,392
WY-013,Fremont County,Wyoming,203,81,116,122
WY-015,Goshen County,Wyoming,763,336,126,427
WY-017,Hot Springs County,Wyoming,373,109,113,264
WY-019,Johnson County,Wyoming,390,113,112,277
WY-021,Laramie County,Wyoming,492,252,126,240
WY-023,Lincoln County,Wyoming,58,27,106,31
WY-025,Natrona County,Wyoming,440,139,116,301
WY-027,Niobrara County,Wyoming,735,250,123,485
WY-029,Park County,Wyoming,69,28,110,41
WY-031,Platte County,Wyoming,668,304,128,364
WY-033,Sheridan County,Wyoming,377,112,111,265
WY-035,Sublette County,Wyoming,17,9,106,8
WY-037,Sweetwater County,Wyoming,253,98,112,155
WY-039,Teton County,Wyoming,6,3,87,3
WY-041,Uinta County,Wyoming,89,38,110,51
WY-043,Washakie County,Wyoming,511,129,111,382
WY-045,Weston County,Wyoming,651,189,117,462
